first_name,last_name,Genre,M1,M2,M3,Y1,Y2
Gael,Escot,Action|Adventure|Fantasy|Sci-Fi,103.05,0.004797989,95,0.0,1.0
Kriste,Box,Children|Comedy|Musical|Romance,101.39,0.0173629383,86,0.0,1.0
Kylen,Odd,Adventure|Animation|Children|Romance|Sci-Fi,101.66,0.2442143585,92,0.0,0.0
Tadio,Beautyman,Documentary,102.27,0.000487279,94,0.0,1.0
Cordelia,McMillan,Action|Crime|Thriller,103.61,0.1108296918,80,0.0,1.0
Sileas,Rosenbloom,Comedy|Documentary,95.84,0.1778782533,67,0.0,1.0
Nadiya,Augustine,Drama|Film-Noir|Mystery,100.65,0.0562150597,83,0.0,1.0
Dyna,Maleney,Thriller,98.28,0.0351749089,94,0.0,1.0
Nydia,Kenward,Crime|Horror|Mystery,98.49,0.1540107973,87,0.0,1.0
Chaim,Knoble,Crime|Mystery|Thriller,96.48,0.1784038174,95,0.0,0.0
Germana,Burbury,Drama|Horror|Thriller,103.08,0.0529080806,107,0.0,1.0
Meggy,Cullity,Drama|Musical|Romance,96.11,0.0994064367,90,0.0,1.0
Georgianna,Avery,Animation,100.04,0.1418761001,87,0.0,1.0
Antone,Swett,Action|Adventure|Drama|Thriller|War,99.82,0.050850491,93,0.0,1.0
Herta,Littleover,Drama,100.11,0.0601804096,84,0.0,1.0
Kelsi,Tedman,Drama,99.0,0.0368637508,79,1.0,1.0
Rivalee,Itzkovwich,Action|Adventure|Sci-Fi,99.54,0.1302204574,84,0.0,1.0
Dominic,Mackerel,Drama|War,103.84,0.0382782542,82,0.0,1.0
Melba,Coaten,Drama,98.05,0.0101045158,97,0.0,0.0
Gifford,Andrag,Documentary,101.04,0.0138049018,88,0.0,1.0
Marika,London,Action|Adventure|Comedy|Romance|Thriller,103.49,0.0678830012,84,0.0,1.0
Otho,Reymers,Adventure|Children|Drama,99.61,0.0449597065,83,0.0,1.0
Jamil,Davys,Action|Drama,97.03,0.0141838937,109,1.0,1.0
Dud,Hansom,Drama|War,98.3,0.1366686048,76,0.0,0.0
Linette,Synke,Comedy|Drama,98.05,0.0759048407,80,0.0,1.0
Muire,Leahair,Animation|Children|Comedy,99.71,0.0337152853,87,1.0,1.0
Englebert,d' Eye,Comedy,101.25,0.2038773064,86,0.0,1.0
Torey,Mitro,Drama|Romance,97.05,0.0040921699,99,0.0,1.0
Janot,Jenson,Documentary,100.68,0.0440195535,117,0.0,1.0
Veronique,Ebbett,Comedy|Romance,103.19,0.0500158772,74,0.0,1.0
Torre,Dyne,Action|Adventure|Drama,98.59,0.027611343,80,0.0,1.0
Danila,L'Episcopi,Crime|Drama,97.03,0.1360521058,88,0.0,1.0
Nev,Canete,Documentary,97.4,0.1000869015,105,0.0,1.0
Adam,Bulley,Children|Comedy,101.51,0.0328892652,97,0.0,1.0
Baudoin,Ricardon,Action|Crime|Drama|Thriller,96.98,0.0581440438,98,0.0,1.0
Alden,Gaywood,Action|Comedy,102.0,0.0283347623,95,0.0,1.0
Vinnie,Liverock,Action|Drama,99.23,0.0860422018,104,0.0,1.0
Gris,Vanichev,Drama|Romance,100.52,0.0094754134,102,0.0,1.0
Joya,Karpushkin,Documentary,100.71,0.092290895,76,0.0,1.0
Allina,Meneyer,Comedy,97.52,0.0278922273,88,0.0,1.0
Sibbie,Stanyan,Drama,99.83,0.0044543057,84,0.0,1.0
Eb,Gaul,Comedy|Drama,99.82,0.0094128719,75,0.0,1.0
Alexandra,Trippett,Musical,93.14,0.0009321956,82,0.0,1.0
Hillie,Coatts,Horror|Thriller,99.21,0.0480477736,72,0.0,1.0
Mikkel,Gemeau,Comedy|Drama,101.31,0.1670903905,89,0.0,1.0
Gale,Armfirld,Horror|Sci-Fi|Thriller,99.31,0.4819500589,93,0.0,1.0
Claribel,Basnett,Horror|Sci-Fi,101.41,0.393910936,93,0.0,1.0
Mason,Kenn,Comedy,97.29,0.0553322005,91,0.0,1.0
Mateo,Freeman,Action|Drama|War,101.24,0.0629239878,85,0.0,1.0
Leela,Jamary,Documentary,99.7,0.0192542139,100,1.0,1.0
Weider,Emmot,Documentary,100.1,0.0473655429,82,0.0,1.0
Redd,Yukhnin,Drama,99.38,0.0099066671,93,0.0,1.0
Claudell,Hazelgrove,Comedy|Drama|Romance,98.8,0.075129954,89,0.0,1.0
Rachele,Youngs,Comedy,102.19,0.0368334264,75,0.0,1.0
Meggy,Craney,Drama|Thriller,103.65,0.0679228914,114,0.0,1.0
Normie,Bunhill,Documentary,100.62,0.0919284982,71,0.0,1.0
Leanor,Benedicte,Drama|Romance,104.76,0.1959707237,84,0.0,1.0
Field,Louden,Action|Horror,102.58,0.1158706066,81,0.0,1.0
Rabi,Ledamun,Comedy,100.64,0.0238822368,93,0.0,0.0
Helaina,Gullan,Documentary,104.3,0.0253239862,92,0.0,0.0
Halley,Lillywhite,Action|Adventure|Drama,100.5,0.1744964484,91,1.0,1.0
Phyllis,Courson,Crime|Drama|Mystery|Thriller,99.56,0.0312326219,81,0.0,1.0
Bryce,Kydd,Drama|Horror|Mystery|Thriller|War,102.8,0.0330461713,91,0.0,0.0
Merrie,Cumpton,Western,101.72,0.0077708037,73,0.0,1.0
Danya,Bastin,Drama,98.79,0.0823270865,89,0.0,1.0
Baxie,Spurden,Comedy,102.39,0.0729888693,100,0.0,1.0
Rutter,Fewtrell,Comedy|Romance,101.47,0.0170315,87,0.0,1.0
Federico,Laboune,Comedy,98.18,0.0646364938,103,0.0,1.0
Meredith,O' Hogan,Drama,100.37,0.0611068767,101,0.0,1.0
Alicia,Rosenbusch,Drama|Romance,99.81,0.0220524752,84,0.0,1.0
Davidde,MacFie,Comedy,102.64,0.069153329,103,0.0,1.0
Nealson,Breitler,Drama,101.15,0.0332184712,107,0.0,1.0
Dedie,Crottagh,Comedy,100.54,0.0040226999,89,0.0,1.0
Phaedra,Baroche,Adventure|Comedy|Horror,99.34,0.0132121787,93,0.0,1.0
Dinah,Dachs,Drama,100.67,0.0070097417,80,0.0,1.0
Germaine,Vaggs,Horror|Sci-Fi|Thriller,98.31,0.0685860062,101,0.0,1.0
Brenna,Spickett,Drama|Romance,97.58,0.0909490985,86,0.0,1.0
Harald,Galpin,Action|Crime,101.88,0.0062465951,89,0.0,1.0
Filippa,Kiddy,Musical,98.7,0.0024196487,85,0.0,1.0
Kathleen,Waison,Comedy|Drama,98.52,0.090366967,84,1.0,0.0
Horst,Struijs,Crime|Drama,97.06,0.0456534096,98,1.0,1.0
Romain,Hampstead,Action|Sci-Fi|Thriller,98.87,0.1035791509,106,0.0,1.0
Sol,Bard,Drama,98.84,0.2338228859,85,0.0,1.0
Kaila,Server,Drama,101.34,0.0891243479,98,0.0,1.0
Salli,Masseo,Children|Comedy,93.92,0.0114944105,104,0.0,1.0
Nap,Foker,Comedy|Drama,98.48,0.0086510244,94,0.0,0.0
Karol,Menaul,Drama|Romance,98.66,0.028690996,86,1.0,1.0
Creight,Richings,Drama,95.47,0.1691592888,88,0.0,1.0
Tomkin,Geraghty,Comedy|Musical|Romance,99.53,0.2098025653,85,0.0,1.0
Leona,Hanks,Action|Horror|Sci-Fi|Thriller,97.66,0.0686069168,89,0.0,1.0
Ellie,Lindenstrauss,Documentary,99.77,0.025434653,90,0.0,0.0
Caz,Sevior,Comedy,103.3,0.0364808989,87,0.0,1.0
Standford,Duffett,Drama|Horror|Mystery,102.76,0.0076692583,98,0.0,1.0
Marj,Maddicks,Horror|Thriller,100.55,0.0604665775,78,0.0,1.0
Becky,Pawley,Mystery,99.55,0.0150590258,103,0.0,1.0
Jaquith,Spiaggia,Comedy|Fantasy|Romance,98.72,0.197245645,88,0.0,1.0
Arni,Mottram,Drama|Musical|Thriller,102.09,0.0237827112,99,0.0,1.0
Milton,Blenkinsop,Drama|Sci-Fi,101.0,0.0597484744,78,0.0,1.0
Atalanta,Charrington,Drama,97.48,0.0400087474,91,1.0,1.0
Davidde,Venn,Drama,101.49,0.0442632347,96,0.0,1.0
Margo,Noirel,Drama,97.42,0.0004011112,92,0.0,1.0
Estell,Soldan,Drama,99.31,0.1439663773,87,0.0,1.0
Ramonda,Berkely,Action|Drama|Sci-Fi,102.43,0.0077383504,79,1.0,1.0
Idaline,Romanet,Adventure|Comedy|Crime,100.02,0.0745197326,79,0.0,1.0
Beverlie,Petley,Drama|Romance,100.86,0.0152678312,97,0.0,1.0
Nikolas,Tranfield,Comedy|Sci-Fi,98.22,0.0278022313,92,0.0,1.0
Phillie,Curee,Documentary,97.08,0.0570752329,97,0.0,1.0
Ketti,Weinberg,Documentary,99.77,0.016256705,77,0.0,1.0
Vittorio,McIndoe,Drama,99.64,0.0245365479,81,0.0,1.0
Dianemarie,Bartoloma,Comedy|Drama,96.92,0.0557722158,93,0.0,1.0
Desi,Bwye,Crime|Drama,98.93,0.0597094047,85,0.0,1.0
Waverly,Blazynski,Musical|Romance,101.9,0.0045201499,97,0.0,1.0
Raleigh,Jossum,Adventure|Animation|Children|Comedy|Fantasy|Romance,98.94,0.067810348,75,0.0,1.0
Ed,Abramamovh,Drama,99.24,0.0291467163,78,0.0,1.0
Alexandr,Jimenez,Horror|Western,101.02,0.0737636964,95,1.0,1.0
Nickie,Malby,Comedy,102.79,0.2712214575,62,0.0,1.0
Row,St. Ledger,Drama|Horror,98.39,0.0067633923,93,0.0,1.0
Roseanne,Gell,Adventure|Animation|Children|Comedy|Fantasy,98.78,0.1139453364,90,0.0,1.0
Ronald,Leversuch,Crime|Drama|Thriller,99.18,0.0548066352,88,0.0,1.0
Tybalt,Dionisetto,Action|Drama|Thriller,96.76,0.1182032903,86,0.0,1.0
Ira,Kelston,Comedy,98.77,0.169399882,83,1.0,0.0
Leontyne,Origin,Sci-Fi,98.13,0.0638748808,96,1.0,1.0
Cristy,Argue,Drama|War,102.11,0.0485361748,91,0.0,1.0
Hanny,Salvage,Drama,100.87,0.1040353237,80,1.0,1.0
Wilhelm,Tortoise,Drama,99.68,0.2458783336,73,0.0,1.0
Lanny,Hinsche,Drama|Romance,100.38,0.0456255953,83,0.0,1.0
Chrissie,Watson-Brown,Comedy|Drama|Romance,100.53,0.0143729957,106,1.0,1.0
Cherin,Sergean,Adventure|Drama,99.99,0.116002034,91,1.0,1.0
Wilden,Copeland,Drama,98.78,0.0422131101,83,0.0,1.0
Malinde,Pembridge,Comedy,99.17,0.0134383681,77,0.0,1.0
Nickey,Blasetti,Comedy|Drama,100.62,0.1271783556,90,0.0,1.0
Johan,Hardwin,Comedy|Romance,100.96,0.0595353705,88,0.0,1.0
Davidson,Franzoli,Drama|Musical|Romance,103.66,0.0357074668,92,0.0,0.0
Patrice,Stradling,Drama,98.83,0.0772306988,87,1.0,1.0
Berry,Perkin,Comedy|Drama|Romance,101.46,0.0064133166,93,0.0,1.0
Yettie,Qualtrough,Action|Thriller,97.87,0.0087428246,94,0.0,1.0
Dosi,Biagioni,Action|Crime,102.89,0.0594321503,89,0.0,1.0
Breena,Gonzalvo,Comedy|Drama|Romance,99.92,0.1188351572,90,1.0,1.0
Brandea,Edwicke,Comedy,99.52,0.0345683886,83,0.0,1.0
Peg,Frayne,Action|Comedy|Crime|Thriller,98.1,0.0722780705,93,0.0,1.0
Cyrus,Miall,Drama,99.68,0.0941083903,104,0.0,1.0
Sarene,Esberger,Adventure,102.96,0.1967267355,102,0.0,1.0
Del,Hazle,Comedy|War,104.02,0.0151410857,102,0.0,1.0
Nils,Schaffler,Drama,98.95,0.0409374452,81,0.0,1.0
Gabrielle,Fetherstan,Comedy,97.8,0.0634698885,101,0.0,1.0
Paloma,Seif,Comedy|Romance,97.31,0.0261598392,70,0.0,1.0
Gerianne,Friman,Drama|Romance,103.18,0.0017868606,87,0.0,1.0
Vivie,Casaroli,Documentary,101.54,0.0281970663,77,0.0,1.0
Osmund,Girardez,Adventure|Drama|Sci-Fi,101.08,0.031658989,89,0.0,0.0
Kitty,Baish,Documentary,97.75,0.1415396135,84,0.0,1.0
Marianna,Humbee,Drama|Romance,98.77,0.0501579581,71,0.0,1.0
Guinna,Weeke,Comedy|Horror|Sci-Fi|Thriller,100.77,0.0359368082,69,0.0,1.0
Idette,Zanutti,Comedy,100.32,0.0256734541,109,0.0,1.0
Riobard,Daveridge,Comedy|Drama,97.96,0.1072516075,88,0.0,0.0
Brigitta,Pellitt,Documentary,95.58,0.0992032194,86,0.0,1.0
Otto,Gietz,Action|Horror,98.87,0.0001924707,76,0.0,1.0
Enrico,Domek,Drama,102.93,0.1206379139,73,0.0,1.0
Sherri,Hamelyn,Documentary,101.37,0.16569316,85,0.0,1.0
Harriette,Jobson,Drama,100.74,0.1417262609,92,0.0,1.0
Van,Leyrroyd,Comedy|Drama,101.19,0.0405416343,88,0.0,1.0
Mill,Thon,Comedy|Drama|Musical|Romance,102.24,0.0234394021,92,0.0,1.0
Ysabel,Esslemont,Action|Crime|Drama|Thriller,100.74,0.1267530978,100,0.0,1.0
Abdel,Saint,(no genres listed),101.84,0.0406203779,88,0.0,1.0
Adelice,Fosten,Animation|Children,103.0,0.0047010293,98,0.0,1.0
Emelita,Turpie,Drama|Thriller,97.27,0.0038084442,74,0.0,1.0
Siffre,Blandford,Comedy|Drama,99.63,0.113272276,75,1.0,1.0
Taber,Danigel,Comedy|Drama,99.46,0.0029866493,85,0.0,1.0
Claudette,Courtin,Comedy|Crime|Drama,100.98,0.2879390542,93,0.0,1.0
Gilligan,St Ledger,Crime|Drama|Thriller,99.87,0.0174024952,92,0.0,1.0
Haroun,Eles,Comedy|Documentary,101.79,0.0934218244,93,1.0,1.0
Wileen,Rozea,Documentary|Horror,101.18,0.1795402454,83,0.0,1.0
Ranna,Degue,Drama,101.67,0.0917289101,67,0.0,1.0
Chelsea,Roake,Drama|Romance,101.43,0.06606945,96,0.0,1.0
Liane,Orridge,Drama,100.1,0.0400671758,94,0.0,1.0
Kellsie,Pattemore,Comedy|Horror,102.57,0.0060736636,92,0.0,1.0
Gerome,Mainds,Animation|Children|Comedy|Fantasy|Musical,100.52,0.035092233,90,0.0,1.0
Cindie,Wewell,Drama|Romance,101.99,0.0963398359,88,0.0,1.0
Jessalyn,Cull,Comedy|Drama|Mystery,98.61,0.1537363289,109,1.0,1.0
Bengt,Tiner,Comedy,101.62,0.0056170542,95,0.0,1.0
Gordie,Vearncombe,Comedy|Fantasy,104.58,0.0146975526,98,0.0,1.0
Murvyn,Klassmann,Horror,101.21,0.2514699135,117,0.0,1.0
Robenia,Hughlin,Action|Crime|Drama,97.0,0.0172271659,94,0.0,1.0
Alecia,Fullegar,Documentary,101.75,0.4045994544,93,0.0,0.0
Sarina,Penelli,Action|Drama|War,99.02,0.1456419769,77,0.0,1.0
Lari,Le Jean,Comedy,101.21,0.1179891786,99,0.0,1.0
Gabrila,Lovejoy,Drama,98.31,0.0544897479,94,0.0,1.0
Etti,Brandolini,Action|War|Western,100.99,0.0119685989,83,0.0,1.0
Elias,Johanchon,Adventure|Children,98.68,0.0161517612,85,0.0,1.0
Vally,Casarini,Drama|Mystery|Thriller,103.0,0.0998913148,88,0.0,1.0
Deeann,Yearnsley,Documentary,98.05,0.0263287619,88,0.0,1.0
Brigit,Eby,Adventure|Drama,102.31,0.0098590978,63,0.0,0.0
Elvin,Hamnet,Comedy|Romance,99.83,0.1010571307,80,0.0,1.0
Honoria,Dimic,Drama|Thriller,101.27,0.1680401592,96,0.0,0.0
Hali,Chartres,Drama,99.48,0.0976444252,86,0.0,1.0
Hayden,Montez,Adventure,97.45,0.0938438788,77,0.0,1.0
Amerigo,Davydenko,Drama|War,103.61,0.0054508485,83,0.0,1.0
Whitman,Shergold,Documentary,99.71,0.063752437,97,0.0,1.0
Guillemette,Keegan,Adventure|Animation|Drama|Romance|War,98.28,0.0322146638,86,0.0,1.0
Bear,Dyter,Drama,99.98,0.0602426511,92,0.0,1.0
Guilbert,Calafato,Drama,101.68,0.0335732025,101,0.0,0.0
Paddie,Tipton,Thriller,103.14,0.0730151916,87,0.0,1.0
Sheilakathryn,Condy,Action|Adventure|Horror,96.38,0.028137114,93,0.0,1.0
Madelina,Arntzen,Comedy|Musical,96.44,0.0528733533,71,0.0,1.0
Roxie,Ardley,Horror,98.5,0.0969989327,96,0.0,1.0
Georgie,Friberg,Crime|Drama|Mystery|Thriller,99.6,0.0054405074,96,0.0,1.0
Pam,Murfill,Comedy|Musical,101.71,0.0587834483,81,0.0,1.0
Alyss,Romushkin,Thriller,102.07,0.0802112109,83,0.0,1.0
Sonnnie,Neem,Drama,99.02,0.0445125863,99,0.0,1.0
Derron,Alsford,Comedy|Drama,100.7,0.1050468413,83,0.0,1.0
Andree,Wesker,Animation|Fantasy|Sci-Fi,98.2,0.0462530419,88,0.0,1.0
Katina,Neylan,Adventure|Animation|Children,100.24,0.0265149779,92,0.0,1.0
Milty,Mitford,Documentary|War,101.87,0.2439808339,82,0.0,1.0
Iago,Gillmor,Film-Noir|Horror|Thriller,101.49,0.0763655278,88,0.0,1.0
Austin,Coper,Comedy|Drama,103.2,0.0335887328,78,0.0,1.0
Phebe,Stapylton,Adventure|Animation,102.45,0.0991187707,92,0.0,1.0
Kacie,Ferier,Action|Animation|Horror,99.73,0.0274066576,73,0.0,1.0
Ange,Valencia,Comedy|Romance,103.85,0.0340657831,94,0.0,1.0
Merrily,Hatt,Romance,99.27,0.0276482187,78,0.0,1.0
Anet,McCart,Drama|Romance,99.09,0.0561628547,91,0.0,1.0
Bordie,Humbert,Comedy|Drama,97.59,0.1922966251,84,1.0,0.0
Armin,Daniell,Drama,104.9,0.0630651721,82,0.0,1.0
Tracey,Augustus,(no genres listed),96.54,0.0365330082,87,0.0,1.0
Elden,Laffan,Comedy|Musical,99.77,0.0687295751,74,1.0,1.0
Raeann,Turfitt,Comedy|Romance,100.38,0.0339990819,80,0.0,1.0
Marcelle,Cargo,Comedy,100.51,0.077556417,75,0.0,1.0
Miran,Devall,Comedy|Romance,103.0,0.0837044515,93,0.0,1.0
Keen,Camock,Comedy|Crime|Drama,101.41,0.0080829384,88,0.0,1.0
Axe,Brewer,Adventure,102.19,0.0234005965,81,0.0,1.0
Lorrin,Huegett,Documentary,98.99,0.0057826275,77,0.0,1.0
Elianore,Colbrun,Animation|Children|Musical,103.36,0.0082186538,89,0.0,1.0
Allis,Biasotti,Drama|Romance,97.46,0.1010002149,90,0.0,1.0
Rube,Simoncelli,Drama,98.58,0.0333839777,91,1.0,1.0
Kyla,Hallgate,War,99.65,0.0959548547,79,0.0,1.0
Hans,Stutter,Documentary,99.54,0.0055980085,104,0.0,1.0
Annalee,Ellesmere,Comedy,100.23,0.0732792342,79,0.0,1.0
Sigfried,Corderoy,Documentary,99.79,0.042972597,79,0.0,1.0
Trenna,Maciak,Comedy,98.92,0.205180277,92,0.0,1.0
Albertina,Blore,Crime|Drama|Film-Noir|Mystery,99.81,0.0679778973,84,0.0,1.0
Cleveland,Doche,Drama,95.55,0.0493957885,84,0.0,0.0
Woodie,Cockayne,Horror,98.21,0.0294921691,92,0.0,1.0
Gwenore,Rigate,Animation|Drama|Romance|War,100.07,0.1240679911,102,1.0,1.0
Benjamin,Di Roberto,Comedy,99.52,0.2140931924,87,0.0,1.0
Vance,Hans,Comedy,98.4,0.0028622553,90,0.0,1.0
Meyer,Winson,Drama|Romance,100.92,0.1624687447,96,1.0,1.0
Cindelyn,Tripean,Comedy|Romance,101.28,0.0304975812,92,0.0,1.0
Nevil,Marling,Comedy|Romance,102.55,0.0222452274,74,0.0,0.0
Sabrina,Howlin,Action|Adventure|Fantasy,101.0,0.1157333406,85,1.0,1.0
Cherianne,Goublier,Children|Comedy,98.43,0.0593812746,78,0.0,1.0
Washington,Clemas,Crime|Drama|Thriller,102.25,0.0686859613,72,0.0,0.0
Jdavie,Zanetello,Drama|War,103.5,0.1079602395,108,0.0,1.0
Ernie,Spiby,Drama|Film-Noir,98.37,0.2894995091,103,0.0,1.0
Alberik,Knatt,Drama,98.98,0.2503242064,88,0.0,1.0
Danna,Shenfish,Mystery|Thriller,99.91,0.0110064957,95,0.0,1.0
Irene,Crass,Comedy,101.34,0.0835202311,83,0.0,1.0
Floris,Lean,Comedy|Drama|Romance,99.44,0.0430447625,78,1.0,1.0
Budd,Coling,Comedy|Musical|Romance,99.79,0.0117457143,78,0.0,1.0
Royall,Domini,Adventure|Comedy,99.98,0.1638762666,95,0.0,1.0
Letitia,Bould,Drama|War,99.56,0.1105521456,82,0.0,1.0
Roselia,McKibbin,Comedy,99.25,0.0425711408,95,0.0,1.0
Lark,Deakes,Drama|Fantasy|Mystery,101.16,0.4378967457,79,0.0,1.0
Richard,Guiett,Drama|Romance,101.06,0.0478516236,96,0.0,1.0
Fawn,McKevitt,Drama|Sci-Fi,100.67,0.0405426906,99,0.0,1.0
Marrissa,Goring,Action,98.59,0.1209356714,83,1.0,1.0
Michell,Gaffney,Comedy|Crime|Drama,96.33,0.2362131073,63,1.0,1.0
Gratia,Down,Action|Adventure,100.67,0.1622379145,89,0.0,1.0
Lilllie,Wishkar,Western,98.93,0.1523439679,93,1.0,1.0
Madalena,O'Siaghail,Drama,98.62,0.0058665496,90,0.0,1.0
Niki,Emsley,Comedy,101.72,0.2708712435,102,0.0,1.0
Phillis,Chishull,Comedy,100.31,0.0355809948,97,0.0,1.0
Albertine,Cutford,Animation,101.39,0.0713054714,78,0.0,1.0
Rancell,Langham,Comedy,99.85,0.0208274582,66,0.0,1.0
Wilburt,Janiak,Comedy,96.94,0.0979894917,76,0.0,1.0
Merill,Cattonnet,Comedy,99.27,0.0176055705,76,0.0,0.0
Moises,Trebbett,Fantasy|Sci-Fi,102.39,0.0655023235,90,0.0,1.0
Alexandrina,Peverell,Comedy|Drama|Romance,103.78,0.0057856106,77,0.0,1.0
Davida,Hutchason,Horror,98.08,0.0828055519,93,0.0,1.0
Karlik,Phettis,Drama,100.16,0.0413315958,70,0.0,1.0
Brook,Werndly,Drama|Mystery,100.86,0.0614264683,88,0.0,1.0
Esme,Manning,Adventure,96.95,0.0014381923,96,1.0,1.0
Ogdon,Mickleborough,Comedy|Drama,96.98,0.0342215471,92,0.0,1.0
Bartolomeo,Laurand,Drama,98.44,0.0753762141,88,0.0,1.0
Kirsteni,Shoulder,Documentary,100.74,0.0097485744,99,0.0,1.0
Winn,Dimont,Horror|Sci-Fi|Thriller,97.92,0.1116437153,86,0.0,1.0
Graham,Ciardo,(no genres listed),102.65,0.1180435711,85,0.0,1.0
Sherry,Wroe,Drama|Mystery|Thriller,100.28,0.0051993766,84,0.0,0.0
Emiline,Dyton,Drama|Romance,102.59,0.0730004717,82,0.0,1.0
Morse,Trengrouse,Comedy|Romance,100.4,0.0830903368,95,0.0,1.0
Christoph,Doby,Comedy|Fantasy|Romance,101.59,0.0307593806,100,0.0,1.0
Thea,Ligoe,Comedy|Drama,98.86,0.0146561809,94,0.0,0.0
Miltie,Petheridge,Comedy|Drama|Romance,99.22,0.0675351868,92,0.0,1.0
Heather,Sainthill,Romance,100.44,0.0103126701,95,0.0,0.0
Whitney,Barnsdale,Documentary,97.92,0.0619495496,82,0.0,1.0
Vassily,Hymer,Adventure|Crime|Drama,98.56,0.1590193067,79,0.0,1.0
Ianthe,Gerwood,Comedy|Horror,101.1,0.0036844103,99,0.0,1.0
Erda,Tilley,Drama|Musical,103.62,0.1301475342,87,0.0,1.0
Lizzie,Brood,Western,102.71,0.0287241996,71,0.0,0.0
Ranice,Matteucci,Drama|Romance,99.18,0.0364942142,94,0.0,1.0
Tandy,Shirlaw,Drama,100.64,0.0481714652,92,0.0,1.0
Artemis,Caesman,Comedy|Drama,102.94,0.1679452678,70,0.0,1.0
Jacqueline,Divis,Crime|Mystery|Thriller,102.15,0.0281042836,93,0.0,1.0
Teresita,Westley,Action|Adventure|Drama|Thriller,99.63,0.0401981573,84,0.0,1.0
Marvin,Marielle,Drama,102.9,0.0201799352,105,0.0,1.0
King,Aykroyd,(no genres listed),98.3,0.0084845482,81,1.0,1.0
Tory,Grebbin,Comedy|Drama|Romance,99.49,0.0203129488,80,0.0,1.0
Merrill,Beacham,Comedy|Crime|Drama|Thriller,103.75,0.0642731834,79,0.0,1.0
Barnebas,Orman,Comedy,96.9,0.0274661191,109,0.0,1.0
Seth,Hanning,Comedy|Drama,99.32,0.1599631573,92,0.0,1.0
Marylou,Pitblado,Comedy|Drama,101.15,0.0541678748,75,1.0,1.0
Franni,Pilling,Comedy,99.34,0.0493496836,88,0.0,1.0
Wini,Quiddinton,Drama|Romance,100.41,0.1113619412,82,0.0,1.0
Kyle,Muscott,Drama,101.74,0.0409677491,66,0.0,1.0
Elke,Klimochkin,Drama|Romance|War,98.88,0.0621942005,91,0.0,0.0
Darlene,Hamly,Action|Drama|War,99.74,0.0165410703,91,0.0,1.0
Lorrayne,Kinneally,Drama,102.96,0.1244067725,93,0.0,1.0
Aldon,Oxford,(no genres listed),97.23,0.0191936574,85,0.0,1.0
Cornelle,D'Alesco,Mystery|Thriller,102.78,0.236657268,90,0.0,1.0
Carmella,Grzelczak,Drama,101.18,0.0468839911,73,0.0,1.0
Bogey,Weavill,Crime|Drama|Thriller,97.77,0.076813528,95,0.0,1.0
Camella,Sandbrook,Drama,102.86,0.058167345,84,0.0,1.0
Kaitlin,Esplin,Drama,99.25,0.0013783949,101,0.0,1.0
Kiersten,Rummings,Horror|Sci-Fi|Thriller,100.67,0.0026113832,89,1.0,1.0
Garwood,Mashro,Drama|Horror|Sci-Fi,98.23,0.0193375141,90,1.0,1.0
Adrienne,Scamaden,Crime|Drama|Romance,98.25,0.0148603642,97,0.0,1.0
Janek,Valerius,Drama,96.92,0.0218358915,87,0.0,1.0
Stacy,Witham,Comedy|Drama|Thriller,102.06,0.0619259894,89,0.0,1.0
Winifield,Trounson,Action|Animation|Children|Comedy,104.18,0.0047703028,83,0.0,1.0
Tricia,Jamme,(no genres listed),100.75,0.0268793189,82,0.0,1.0
Bayard,Sanpher,Sci-Fi|Thriller|Western,99.49,0.1194211008,81,0.0,1.0
Noel,Guyer,Drama,96.82,0.0728000361,90,0.0,1.0
Muffin,Skiplorne,Drama|Thriller,97.8,0.0278088943,90,0.0,1.0
Merwyn,Paolacci,Horror,99.73,0.0060065013,94,0.0,1.0
Elga,Waterstone,Comedy,102.38,0.0001304715,88,0.0,1.0
Dorian,Leathe,(no genres listed),96.31,0.0176824367,80,0.0,1.0
Melly,Leaning,Action|Drama|War,100.93,0.0079131543,101,0.0,0.0
Ibby,Stodit,Drama|Sci-Fi,101.33,0.0615717264,90,0.0,1.0
Marguerite,Habishaw,Drama,99.36,0.0074751751,80,0.0,1.0
Gunar,Raycroft,Action,97.58,0.091588912,86,0.0,0.0
Uri,Lathey,Comedy|Horror,102.48,0.0105948518,90,0.0,1.0
Aubrey,Philippet,Comedy,100.72,0.0296692957,102,0.0,0.0
Eilis,Culleford,Drama|Romance,99.33,0.0137569126,98,0.0,1.0
Karim,Sexti,Documentary,100.63,0.1338092715,76,1.0,1.0
Cinda,Testin,Adventure|Drama,102.08,0.0316479626,89,0.0,1.0
Lotte,Marion,Romance,101.52,0.0308045924,91,1.0,1.0
Bert,Hubback,Drama|Horror,97.14,0.0144911288,99,0.0,1.0
Timothea,Breznovic,Documentary|War,100.08,0.0411088918,95,0.0,1.0
Tann,Habercham,Drama,94.23,0.0072257793,69,0.0,1.0
Rodina,Crowley,Horror,100.91,0.0068122778,79,0.0,0.0
Dianna,Mote,Drama|Film-Noir|Thriller,101.65,0.0240041341,91,0.0,1.0
Halli,Bowerbank,Drama|Mystery|Thriller,98.52,0.0021203935,81,0.0,1.0
Brendin,Gristwood,Comedy|Romance,102.34,0.0314858634,87,0.0,0.0
Lion,Stait,Drama,103.54,0.1448565144,85,0.0,1.0
Evita,Zammett,Drama|War,101.56,0.0093990987,76,0.0,1.0
